timestamp,key,value
1763592104.049097,obj_person_recog_last_beat,1763592104.049082
1763592104.0825012,idle_detection_last_beat,1763592104.0824902
1763592104.311523,activity_state,"""distracted"""
1763592104.312858,idle_detection_last_beat,1763592104.312835
1763592104.311528,activity_state,"""distracted"""
1763592104.31286,idle_detection_last_beat,1763592104.312835
1763592104.68588,last_active_time,1763592104.314396
1763592104.6858828,user_present,true
1763592104.685889,gaze_centered,true
1763592104.6871822,idle_detection_last_beat,1763592104.6871722
1763592104.685878,last_active_time,1763592104.314396
1763592104.6858828,user_present,true
1763592104.685888,gaze_centered,true
1763592104.687181,idle_detection_last_beat,1763592104.6871722
1763592104.8666,user_present,false
1763592104.866615,gaze_centered,false
1763592104.867884,idle_detection_last_beat,1763592104.867881
1763592104.866598,user_present,false
1763592104.866614,gaze_centered,false
1763592104.867884,idle_detection_last_beat,1763592104.867881
1763592105.056427,idle_detection_last_beat,1763592105.056394
1763592105.056423,idle_detection_last_beat,1763592105.056394
1763592105.241256,idle_detection_last_beat,1763592105.241232
1763592105.2412531,idle_detection_last_beat,1763592105.241232
1763592105.417623,obj_person_recog_last_beat,1763592105.4176111
1763592105.417621,obj_person_recog_last_beat,1763592105.4176111
1763592105.552213,last_active_time,1763592105.2419991
1763592105.5522199,user_present,true
1763592105.552234,gaze_centered,true
1763592105.5535748,idle_detection_last_beat,1763592105.553547
1763592105.552217,last_active_time,1763592105.2419991
1763592105.5522199,user_present,true
1763592105.552234,gaze_centered,true
1763592105.553578,idle_detection_last_beat,1763592105.553547
1763592105.8965561,last_active_time,1763592105.554559
1763592105.897863,idle_detection_last_beat,1763592105.897834
1763592105.896554,last_active_time,1763592105.554559
1763592105.897861,idle_detection_last_beat,1763592105.897834
1763592106.246484,activity_state,"""active"""
1763592106.2464871,last_active_time,1763592105.898746
1763592106.247756,idle_detection_last_beat,1763592106.247751
1763592106.246481,activity_state,"""active"""
1763592106.246486,last_active_time,1763592105.898746
1763592106.247755,idle_detection_last_beat,1763592106.247751
1763592106.5452008,last_active_time,1763592106.2481768
1763592106.5465128,idle_detection_last_beat,1763592106.546491
1763592106.5451992,last_active_time,1763592106.2481768
1763592106.5465112,idle_detection_last_beat,1763592106.546491
1763592106.7640388,last_active_time,1763592106.547176
1763592106.765437,idle_detection_last_beat,1763592106.765428
1763592106.8062139,obj_person_recog_last_beat,1763592106.806205
1763592106.76404,last_active_time,1763592106.547176
1763592106.7654378,idle_detection_last_beat,1763592106.765428
1763592106.806216,obj_person_recog_last_beat,1763592106.806205
1763592107.071522,last_active_time,1763592106.766357
1763592107.0728588,idle_detection_last_beat,1763592107.072832
1763592107.071518,last_active_time,1763592106.766357
1763592107.072856,idle_detection_last_beat,1763592107.072832
1763592107.4743428,last_active_time,1763592107.073437
1763592107.4765801,idle_detection_last_beat,1763592107.476573
1763592107.4743412,last_active_time,1763592107.073437
1763592107.4765792,idle_detection_last_beat,1763592107.476573
1763592107.766832,last_active_time,1763592107.476985
1763592107.7681558,idle_detection_last_beat,1763592107.768119
1763592107.76683,last_active_time,1763592107.476985
1763592107.7681532,idle_detection_last_beat,1763592107.768119
1763592108.0910652,last_active_time,1763592107.768916
1763592108.0923939,idle_detection_last_beat,1763592108.092385
1763592108.182264,obj_person_recog_last_beat,1763592108.182254
1763592108.091063,last_active_time,1763592107.768916
1763592108.092393,idle_detection_last_beat,1763592108.092385
1763592108.1822631,obj_person_recog_last_beat,1763592108.182254
1763592108.411479,last_active_time,1763592108.09308
1763592108.412832,idle_detection_last_beat,1763592108.41279
1763592108.411482,last_active_time,1763592108.09308
1763592108.412837,idle_detection_last_beat,1763592108.41279
1763592108.8491142,last_active_time,1763592108.414164
1763592108.850425,idle_detection_last_beat,1763592108.850394
1763592108.849112,last_active_time,1763592108.414164
1763592108.8504179,idle_detection_last_beat,1763592108.850394
1763592109.045467,app_usage_monitor_last_beat,1763592109.045456
1763592109.0482402,active_app_duration,15.023162126541138
1763592109.045469,app_usage_monitor_last_beat,1763592109.045456
1763592109.048243,active_app_duration,15.023162126541138
1763592109.143818,last_active_time,1763592108.8510358
1763592109.14513,idle_detection_last_beat,1763592109.145099
1763592109.143816,last_active_time,1763592108.8510358
1763592109.1451268,idle_detection_last_beat,1763592109.145099
1763592109.329461,last_active_time,1763592109.146333
1763592109.3309572,idle_detection_last_beat,1763592109.330933
1763592109.329459,last_active_time,1763592109.146333
1763592109.330955,idle_detection_last_beat,1763592109.330933
1763592109.585345,obj_person_recog_last_beat,1763592109.585331
1763592109.58534,obj_person_recog_last_beat,1763592109.585331
1763592109.670649,last_active_time,1763592109.331706
1763592109.671971,idle_detection_last_beat,1763592109.671934
1763592109.670646,last_active_time,1763592109.331706
1763592109.671969,idle_detection_last_beat,1763592109.671934
1763592110.0284522,last_active_time,1763592109.6737978
1763592110.0297449,idle_detection_last_beat,1763592110.029728
1763592110.028453,last_active_time,1763592109.6737978
1763592110.029747,idle_detection_last_beat,1763592110.029728
1763592110.391325,last_active_time,1763592110.030259
1763592110.392593,idle_detection_last_beat,1763592110.39259
1763592110.3913229,last_active_time,1763592110.030259
1763592110.392593,idle_detection_last_beat,1763592110.39259
1763592110.684027,last_active_time,1763592110.393064
1763592110.685332,idle_detection_last_beat,1763592110.685305
1763592110.684025,last_active_time,1763592110.393064
1763592110.685329,idle_detection_last_beat,1763592110.685305
1763592110.885547,user_present,false
1763592110.88556,gaze_centered,false
1763592110.8868322,idle_detection_last_beat,1763592110.886827
1763592110.966878,obj_person_recog_last_beat,1763592110.966868
1763592110.885545,user_present,false
1763592110.88556,gaze_centered,false
1763592110.8868322,idle_detection_last_beat,1763592110.886827
1763592110.9668758,obj_person_recog_last_beat,1763592110.966868
1763592111.075351,idle_detection_last_beat,1763592111.0753238
1763592111.075356,idle_detection_last_beat,1763592111.0753238
1763592111.3286378,activity_state,"""distracted"""
1763592111.328641,user_present,true
1763592111.329958,idle_detection_last_beat,1763592111.329925
1763592111.328636,activity_state,"""distracted"""
1763592111.328641,user_present,true
1763592111.329951,idle_detection_last_beat,1763592111.329925
